param,name,side
p_175173_1_,containerIn,2
p_175173_2_,inventory,2
p_175202_1_,id,0
p_175207_1_,guiResponderIn,0
p_175212_1_,valueIn,0
p_175218_1_,value,0
p_175218_2_,notifyResponder,0
p_175219_1_,position,0
p_175229_1_,lockedIn,0
p_175245_1_,width,0
p_175245_2_,x,0
p_175245_3_,y,0
p_175247_1_,objective,0
p_175247_2_,y,0
p_175247_3_,name,0
p_175247_4_,startX,0
p_175247_5_,endX,0
p_175247_6_,info,0
p_175257_1_,menu,0
p_175258_1_,sc,0
p_175258_2_,alpha,0
p_175258_3_,x,0
p_175258_4_,y,0
p_175258_5_,details,0
p_175259_1_,increment,0
p_175260_1_,index,0
p_175263_1_,sc,0
p_175264_1_,sc,0
p_175264_2_,ignored,0
p_175266_1_,index,0
p_175266_2_,x,0
p_175266_3_,y,0
p_175266_4_,alpha,0
p_175266_5_,menu,0
p_175319_1_,id,0
p_175319_2_,value,0
p_175321_1_,id,0
p_175321_2_,value,0
p_175322_1_,confirmModeIn,0
p_175324_1_,jsonText,0
p_175327_1_,value,0
p_175329_1_,visible,0
p_175330_1_,id,0
p_175330_2_,value,0
p_175354_0_,name,0
p_175354_1_,icon,0
p_175354_2_,iconMetadata,0
p_175354_3_,biome,0
p_175354_4_,features,0
p_175354_5_,layers,0
p_175355_1_,difficulty,0
p_175371_1_,blockIn,0
p_175385_1_,mouseX,0
p_175385_2_,mouseY,0
p_175391_1_,serverList,0
p_175391_2_,index,0
p_175391_3_,shiftDown,0
p_175392_1_,serverList,0
p_175392_2_,index,0
p_175393_1_,serverList,0
p_175393_2_,index,0
p_175393_3_,shiftDown,0
p_175394_1_,serverList,0
p_175394_2_,index,0
p_175405_1_,vec,2
p_175406_1_,damage,2
p_175413_1_,showArms,2
p_175415_1_,vec,2
p_175417_1_,vec,2
p_175420_1_,small,2
p_175422_1_,player,2
p_175422_2_,slot,2
p_175424_1_,vec,2
p_175425_1_,noGravity,2
p_175426_1_,noBasePlate,2
p_175427_1_,vec,2
p_175428_1_,vec,2
p_175451_1_,entityIn,2
p_175469_1_,partialTicks,2
p_175471_1_,partialTicks,2
p_175476_1_,moving,2
p_175477_1_,partialTicks,2
p_175501_1_,growthSeconds,2
p_175501_2_,updateForcedAge,2
p_175521_1_,ticks,2
p_175569_1_,calendar,2
p_175628_1_,type,0
p_175629_1_,type,0
p_175630_1_,pos,0
p_175669_1_,id,2
p_175669_3_,data,2
p_175682_15_,parameters,0
p_175682_2_,ignoreRange,0
p_175688_14_,parameters,2
p_175712_2_,remove,2
p_175716_3_,placingBlock,2
p_175718_1_,type,2
p_175718_3_,data,2
p_175720_15_,parameters,2
p_175720_2_,ignoreRange,2
p_175744_0_,index,2
p_175745_0_,string,2
p_175758_0_,sender,2
p_175758_1_,name,2
p_175759_1_,name,2
p_175759_2_,clazz,2
p_175762_0_,inputArgs,2
p_175762_1_,possibleCompletions,2
p_175763_0_,sender,2
p_175763_1_,name,2
p_175767_0_,base,2
p_175767_2_,selectorArg,2
p_175768_0_,sender,2
p_175768_1_,name,2
p_175770_2_,selectorArg,2
p_175771_0_,inputArgs,2
p_175771_1_,index,2
p_175771_2_,pos,2
p_175773_1_,ruleName,2
p_175778_1_,sender,2
p_175778_2_,args,2
p_175778_3_,index,2
p_175779_1_,sender,2
p_175779_2_,args,2
p_175779_3_,index,2
p_175780_1_,sender,2
p_175780_2_,args,2
p_175781_1_,sender,2
p_175781_2_,args,2
p_175781_3_,index,2
p_175789_2_,random,2
p_175789_3_,chunkX,2
p_175789_4_,chunkZ,2
p_175793_1_,state,2
p_175793_2_,downState,2
p_175798_1_,pos,2
p_175805_13_,excludeAir,2
p_175814_0_,structureComponents,2
p_175817_2_,boundingBox,2
p_175817_3_,x,2
p_175817_4_,y,2
p_175817_5_,z,2
p_175818_1_,boundingBox,2
p_175818_2_,x1,2
p_175818_3_,z1,2
p_175818_4_,x2,2
p_175818_5_,z2,2
p_175819_2_,boundingBox,2
p_175819_3_,minX,2
p_175819_4_,minY,2
p_175819_5_,minZ,2
p_175819_6_,maxX,2
p_175819_7_,maxY,2
p_175819_8_,maxZ,2
p_175819_9_,state,2
p_175820_0_,x,2
p_175820_1_,y,2
p_175820_2_,z,2
p_175821_2_,boundingBox,2
p_175821_3_,x,2
p_175821_4_,z,2
p_175821_5_,hasOpeningDownwards,2
p_175835_2_,rand,2
p_175835_3_,boundingBox,2
p_175836_1_,rand,2
p_175837_2_,rand,2
p_175837_3_,boundingBox,2
p_175838_2_,rand,2
p_175838_3_,boundingBox,2
p_175839_2_,rand,2
p_175839_3_,boundingBox,2
p_175840_1_,isLeftWing,2
p_175840_2_,x,2
p_175840_4_,rand,2
p_175840_5_,boundingBox,2
p_175841_2_,rand,2
p_175841_3_,boundingBox,2
p_175842_2_,rand,2
p_175842_3_,boundingBox,2
p_175846_1_,isInDesert,2
p_175847_1_,blockstateIn,2
p_175848_1_,listIn,2
p_175848_3_,x,2
p_175848_4_,y,2
